,id,name,audience,start,sponsor,end
12849,12850,Event 12850,4619,1995-07-14 02:00:00,Sponsor 4,1995-07-14 02:33:00
12850,12851,Event 12851,3100,2015-02-06 18:00:00,Sponsor 11,2015-02-06 18:27:00
12851,12852,Event 12852,4585,2019-03-16 13:00:00,Sponsor 10,2019-03-16 13:52:00
12852,12853,Event 12853,1704,2014-05-05 02:00:00,Sponsor 10,2014-05-05 02:23:00
12853,12854,Event 12854,3321,2008-04-10 22:00:00,Sponsor 8,2008-04-10 22:40:00
12854,12855,Event 12855,2944,2028-06-08 17:00:00,Sponsor 3,2028-06-08 17:28:00
12855,12856,Event 12856,913,2030-02-01 19:00:00,Sponsor 9,2030-02-01 19:25:00
12856,12857,Event 12857,1434,2021-03-22 10:00:00,Sponsor 2,2021-03-22 10:54:00
12857,12858,Event 12858,2599,2021-03-01 04:00:00,Sponsor 4,2021-03-01 04:51:00
12858,12859,Event 12859,3421,2023-12-21 10:00:00,Sponsor 7,2023-12-21 10:40:00
12859,12860,Event 12860,3876,2017-04-07 11:00:00,Sponsor 5,2017-04-07 11:13:00
12860,12861,Event 12861,3575,2001-01-05 07:00:00,Sponsor 5,2001-01-05 07:52:00
12861,12862,Event 12862,1465,2031-03-23 08:00:00,Sponsor 3,2031-03-23 08:19:00
12862,12863,Event 12863,2452,2018-12-22 06:00:00,Sponsor 7,2018-12-22 06:38:00
12863,12864,Event 12864,2279,2028-12-08 12:00:00,Sponsor 7,2028-12-08 12:41:00
12864,12865,Event 12865,2716,2004-05-15 16:00:00,Sponsor 4,2004-05-15 16:54:00
12865,12866,Event 12866,1777,2027-11-15 00:00:00,Sponsor 7,2027-11-15 00:51:00
12866,12867,Event 12867,513,2028-09-01 13:00:00,Sponsor 3,2028-09-01 13:17:00
12867,12868,Event 12868,1951,2001-07-30 18:00:00,Sponsor 10,2001-07-30 20:00:00
12868,12869,Event 12869,797,2017-04-17 06:00:00,Sponsor 10,2017-04-17 06:35:00
12869,12870,Event 12870,2096,2023-11-23 06:00:00,Sponsor 3,2023-11-23 06:37:00
12870,12871,Event 12871,773,2020-01-21 23:00:00,Sponsor 10,2020-01-21 23:13:00
12871,12872,Event 12872,645,2025-03-16 17:00:00,Sponsor 8,2025-03-16 17:12:00
12872,12873,Event 12873,3092,2004-11-18 19:00:00,Sponsor 9,2004-11-18 19:30:00
12873,12874,Event 12874,1592,2015-06-02 01:00:00,Sponsor 3,2015-06-02 03:00:00
12874,12875,Event 12875,2921,2021-08-03 21:00:00,Sponsor 9,2021-08-03 21:29:00
12875,12876,Event 12876,553,2030-04-02 21:00:00,Sponsor 5,2030-04-02 21:36:00
12876,12877,Event 12877,3294,1992-07-19 03:00:00,Sponsor 3,1992-07-19 03:42:00
12877,12878,Event 12878,2427,2004-12-13 01:00:00,Sponsor 11,2004-12-13 01:54:00
12878,12879,Event 12879,4938,2012-03-27 06:00:00,Sponsor 2,2012-03-27 06:54:00
12879,12880,Event 12880,3181,2002-06-25 09:00:00,Sponsor 5,2002-06-25 09:52:00
12880,12881,Event 12881,514,2030-06-15 02:00:00,Sponsor 3,2030-06-15 02:19:00
12881,12882,Event 12882,79,1994-05-01 14:00:00,Sponsor 9,1994-05-01 14:09:00
12882,12883,Event 12883,1833,2031-09-25 06:00:00,Sponsor 10,2031-09-25 06:12:00
12883,12884,Event 12884,646,2002-01-10 02:00:00,Sponsor 7,2002-01-10 02:54:00
12884,12885,Event 12885,1186,2016-12-18 19:00:00,Sponsor 10,2016-12-18 19:36:00
12885,12886,Event 12886,3704,2028-07-01 19:00:00,Sponsor 4,2028-07-01 19:22:00
12886,12887,Event 12887,3809,2010-04-06 07:00:00,Sponsor 8,2010-04-06 07:49:00
12887,12888,Event 12888,3090,1999-02-02 21:00:00,Sponsor 1,1999-02-02 21:13:00
12888,12889,Event 12889,1850,2001-10-29 10:00:00,Sponsor 9,2001-10-29 12:00:00
12889,12890,Event 12890,3070,2030-04-28 07:00:00,Sponsor 4,2030-04-28 09:00:00
12890,12891,Event 12891,4297,2026-09-23 10:00:00,Sponsor 11,2026-09-23 10:27:00
12891,12892,Event 12892,4232,2024-03-19 04:00:00,Sponsor 9,2024-03-19 04:52:00
12892,12893,Event 12893,4505,2010-04-04 08:00:00,Sponsor 9,2010-04-04 08:41:00
12893,12894,Event 12894,1263,1998-10-16 16:00:00,Sponsor 5,1998-10-16 18:00:00
12894,12895,Event 12895,3274,1995-12-15 13:00:00,Sponsor 9,1995-12-15 13:44:00
12895,12896,Event 12896,4147,2006-02-05 06:00:00,Sponsor 5,2006-02-05 06:09:00
12896,12897,Event 12897,2450,2031-06-02 22:00:00,Sponsor 6,2031-06-02 22:37:00
12897,12898,Event 12898,1600,2031-04-09 15:00:00,Sponsor 5,2031-04-09 15:41:00
12898,12899,Event 12899,4655,2026-12-28 20:00:00,Sponsor 5,2026-12-28 20:07:00
12899,12900,Event 12900,2822,2029-09-11 07:00:00,Sponsor 4,2029-09-11 07:05:00
12900,12901,Event 12901,2352,2000-03-09 20:00:00,Sponsor 6,2000-03-09 22:00:00
12901,12902,Event 12902,4092,1997-02-27 15:00:00,Sponsor 2,1997-02-27 15:17:00
12902,12903,Event 12903,1270,2012-05-06 08:00:00,Sponsor 10,2012-05-06 10:00:00
12903,12904,Event 12904,2112,2031-03-15 11:00:00,Sponsor 6,2031-03-15 13:00:00
12904,12905,Event 12905,1168,2030-03-13 10:00:00,Sponsor 5,2030-03-13 10:46:00
12905,12906,Event 12906,2920,2018-09-03 11:00:00,Sponsor 10,2018-09-03 11:33:00
12906,12907,Event 12907,744,2012-04-08 01:00:00,Sponsor 9,2012-04-08 01:36:00
12907,12908,Event 12908,912,2026-07-19 18:00:00,Sponsor 7,2026-07-19 18:27:00
12908,12909,Event 12909,1983,2012-05-06 08:00:00,Sponsor 7,2012-05-06 08:46:00
12909,12910,Event 12910,734,2007-03-18 20:00:00,Sponsor 2,2007-03-18 20:45:00
12910,12911,Event 12911,2813,2000-06-10 00:00:00,Sponsor 5,2000-06-10 00:21:00
12911,12912,Event 12912,794,2020-09-14 00:00:00,Sponsor 9,2020-09-14 00:31:00
12912,12913,Event 12913,2989,2008-04-27 02:00:00,Sponsor 4,2008-04-27 02:06:00
12913,12914,Event 12914,576,1999-11-01 05:00:00,Sponsor 10,1999-11-01 05:07:00
12914,12915,Event 12915,3370,2016-02-03 17:00:00,Sponsor 9,2016-02-03 17:19:00
12915,12916,Event 12916,4376,2002-08-27 06:00:00,Sponsor 9,2002-08-27 08:00:00
12916,12917,Event 12917,933,2008-04-12 22:00:00,Sponsor 4,2008-04-12 22:31:00
12917,12918,Event 12918,3724,2003-02-22 01:00:00,Sponsor 8,2003-02-22 01:13:00
12918,12919,Event 12919,3111,2024-06-22 01:00:00,Sponsor 11,2024-06-22 01:10:00
12919,12920,Event 12920,1486,2005-05-05 11:00:00,Sponsor 10,2005-05-05 11:39:00
12920,12921,Event 12921,1941,2024-01-31 20:00:00,Sponsor 7,2024-01-31 20:52:00
12921,12922,Event 12922,3725,2016-05-26 21:00:00,Sponsor 4,2016-05-26 21:18:00
12922,12923,Event 12923,4360,2014-07-22 22:00:00,Sponsor 9,2014-07-23 00:00:00
12923,12924,Event 12924,4375,2016-11-20 08:00:00,Sponsor 10,2016-11-20 08:36:00
12924,12925,Event 12925,2799,2000-09-12 02:00:00,Sponsor 3,2000-09-12 02:06:00
12925,12926,Event 12926,4645,2021-02-15 14:00:00,Sponsor 8,2021-02-15 14:29:00
12926,12927,Event 12927,2191,2018-12-25 01:00:00,Sponsor 4,2018-12-25 01:30:00
12927,12928,Event 12928,1597,2023-11-09 06:00:00,Sponsor 9,2023-11-09 06:07:00
12928,12929,Event 12929,2643,2000-07-24 15:00:00,Sponsor 9,2000-07-24 15:42:00
12929,12930,Event 12930,380,2031-01-24 13:00:00,Sponsor 2,2031-01-24 13:54:00
12930,12931,Event 12931,1921,2007-08-25 22:00:00,Sponsor 5,2007-08-26 00:00:00
12931,12932,Event 12932,1303,2016-04-16 04:00:00,Sponsor 1,2016-04-16 04:37:00
12932,12933,Event 12933,1047,2015-10-28 01:00:00,Sponsor 2,2015-10-28 01:17:00
12933,12934,Event 12934,837,2024-02-15 23:00:00,Sponsor 4,2024-02-15 23:35:00
12934,12935,Event 12935,945,1999-01-16 00:00:00,Sponsor 8,1999-01-16 00:40:00
12935,12936,Event 12936,2550,1999-09-06 13:00:00,Sponsor 10,1999-09-06 13:48:00
12936,12937,Event 12937,4090,2010-08-20 11:00:00,Sponsor 2,2010-08-20 11:38:00
12937,12938,Event 12938,4554,1994-09-21 02:00:00,Sponsor 9,1994-09-21 02:42:00
12938,12939,Event 12939,1336,2007-08-09 20:00:00,Sponsor 9,2007-08-09 22:00:00
12939,12940,Event 12940,3123,2010-02-02 01:00:00,Sponsor 7,2010-02-02 01:10:00
12940,12941,Event 12941,4253,1998-11-01 21:00:00,Sponsor 10,1998-11-01 21:34:00
12941,12942,Event 12942,1695,2019-08-13 04:00:00,Sponsor 1,2019-08-13 04:15:00
12942,12943,Event 12943,2165,2012-10-22 19:00:00,Sponsor 1,2012-10-22 19:19:00
12943,12944,Event 12944,3603,2014-08-11 12:00:00,Sponsor 11,2014-08-11 12:27:00
12944,12945,Event 12945,4454,2016-03-04 07:00:00,Sponsor 6,2016-03-04 07:50:00
12945,12946,Event 12946,2762,2015-09-04 20:00:00,Sponsor 2,2015-09-04 20:14:00
12946,12947,Event 12947,1692,2003-06-29 22:00:00,Sponsor 5,2003-06-29 22:09:00
12947,12948,Event 12948,1253,2009-11-02 07:00:00,Sponsor 3,2009-11-02 07:32:00
12948,12949,Event 12949,2244,1996-10-08 20:00:00,Sponsor 4,1996-10-08 20:39:00
12949,12950,Event 12950,844,2020-04-16 14:00:00,Sponsor 3,2020-04-16 14:32:00
12950,12951,Event 12951,193,1992-05-18 12:00:00,Sponsor 2,1992-05-18 12:08:00
12951,12952,Event 12952,3177,2024-11-21 22:00:00,Sponsor 8,2024-11-22 00:00:00
12952,12953,Event 12953,3735,2003-02-26 14:00:00,Sponsor 6,2003-02-26 14:05:00
12953,12954,Event 12954,2850,2022-12-25 06:00:00,Sponsor 7,2022-12-25 08:00:00
12954,12955,Event 12955,666,2013-02-15 19:00:00,Sponsor 9,2013-02-15 19:20:00
12955,12956,Event 12956,2662,1993-01-31 01:00:00,Sponsor 7,1993-01-31 01:21:00
12956,12957,Event 12957,4642,1999-01-04 04:00:00,Sponsor 9,1999-01-04 04:20:00
12957,12958,Event 12958,1182,2023-10-12 09:00:00,Sponsor 5,2023-10-12 09:50:00
12958,12959,Event 12959,2552,1995-06-09 21:00:00,Sponsor 9,1995-06-09 21:41:00
12959,12960,Event 12960,2719,2015-03-09 06:00:00,Sponsor 4,2015-03-09 06:22:00
12960,12961,Event 12961,3091,1992-08-30 20:00:00,Sponsor 5,1992-08-30 20:12:00
12961,12962,Event 12962,1524,2010-11-09 08:00:00,Sponsor 9,2010-11-09 08:46:00
12962,12963,Event 12963,2297,2007-02-17 17:00:00,Sponsor 6,2007-02-17 17:43:00
12963,12964,Event 12964,4240,2019-04-18 22:00:00,Sponsor 4,2019-04-18 22:26:00
12964,12965,Event 12965,3290,2014-07-02 05:00:00,Sponsor 2,2014-07-02 05:30:00
12965,12966,Event 12966,4176,2008-08-29 02:00:00,Sponsor 8,2008-08-29 02:14:00
12966,12967,Event 12967,1708,2022-11-14 16:00:00,Sponsor 4,2022-11-14 16:05:00
12967,12968,Event 12968,201,1993-12-25 15:00:00,Sponsor 3,1993-12-25 15:40:00
12968,12969,Event 12969,354,2005-11-18 09:00:00,Sponsor 8,2005-11-18 11:00:00
12969,12970,Event 12970,509,2017-06-02 00:00:00,Sponsor 9,2017-06-02 00:10:00
12970,12971,Event 12971,4695,2005-08-29 06:00:00,Sponsor 9,2005-08-29 06:16:00
12971,12972,Event 12972,1133,2029-11-12 15:00:00,Sponsor 3,2029-11-12 15:09:00
12972,12973,Event 12973,5001,2010-01-29 01:00:00,Sponsor 10,2010-01-29 01:54:00
12973,12974,Event 12974,4858,2026-07-26 03:00:00,Sponsor 3,2026-07-26 03:37:00
12974,12975,Event 12975,1207,2011-01-27 20:00:00,Sponsor 5,2011-01-27 20:31:00
12975,12976,Event 12976,17,2026-01-30 18:00:00,Sponsor 2,2026-01-30 18:55:00
12976,12977,Event 12977,3465,2017-07-29 17:00:00,Sponsor 5,2017-07-29 17:37:00
12977,12978,Event 12978,2087,2022-03-07 03:00:00,Sponsor 5,2022-03-07 03:43:00
12978,12979,Event 12979,1746,1992-08-13 06:00:00,Sponsor 4,1992-08-13 06:25:00
12979,12980,Event 12980,2712,2027-10-23 08:00:00,Sponsor 2,2027-10-23 08:23:00
12980,12981,Event 12981,4477,2008-05-22 13:00:00,Sponsor 8,2008-05-22 13:18:00
12981,12982,Event 12982,4487,2010-12-30 03:00:00,Sponsor 5,2010-12-30 03:26:00
12982,12983,Event 12983,4863,2016-09-12 13:00:00,Sponsor 9,2016-09-12 13:11:00
12983,12984,Event 12984,956,2003-06-05 12:00:00,Sponsor 8,2003-06-05 12:16:00
12984,12985,Event 12985,2033,2014-05-31 02:00:00,Sponsor 10,2014-05-31 02:05:00
12985,12986,Event 12986,1437,2019-05-02 11:00:00,Sponsor 10,2019-05-02 11:38:00
12986,12987,Event 12987,842,1993-04-29 05:00:00,Sponsor 10,1993-04-29 05:07:00
12987,12988,Event 12988,3382,2007-04-22 05:00:00,Sponsor 11,2007-04-22 05:24:00
12988,12989,Event 12989,3465,2018-09-05 06:00:00,Sponsor 6,2018-09-05 06:18:00
12989,12990,Event 12990,676,1992-06-21 18:00:00,Sponsor 7,1992-06-21 18:46:00
12990,12991,Event 12991,188,2008-05-13 20:00:00,Sponsor 7,2008-05-13 20:30:00
12991,12992,Event 12992,3679,2010-09-21 03:00:00,Sponsor 10,2010-09-21 03:16:00
12992,12993,Event 12993,964,2008-09-23 23:00:00,Sponsor 4,2008-09-23 23:45:00
12993,12994,Event 12994,3899,2008-07-12 14:00:00,Sponsor 6,2008-07-12 14:42:00
12994,12995,Event 12995,1275,2021-06-17 14:00:00,Sponsor 6,2021-06-17 14:52:00
12995,12996,Event 12996,415,2014-08-26 09:00:00,Sponsor 3,2014-08-26 09:17:00
12996,12997,Event 12997,934,2002-08-24 09:00:00,Sponsor 11,2002-08-24 09:35:00
12997,12998,Event 12998,1952,2019-06-05 01:00:00,Sponsor 6,2019-06-05 01:36:00
12998,12999,Event 12999,1421,2022-08-16 03:00:00,Sponsor 11,2022-08-16 03:09:00
12999,13000,Event 13000,3868,1999-07-08 21:00:00,Sponsor 7,1999-07-08 21:25:00
13000,13001,Event 13001,3111,2014-04-05 17:00:00,Sponsor 6,2014-04-05 17:12:00
13001,13002,Event 13002,4823,2027-01-21 14:00:00,Sponsor 4,2027-01-21 14:46:00
13002,13003,Event 13003,4908,2027-05-04 06:00:00,Sponsor 6,2027-05-04 06:07:00
13003,13004,Event 13004,2229,1999-11-02 05:00:00,Sponsor 4,1999-11-02 05:55:00
13004,13005,Event 13005,166,2031-09-18 10:00:00,Sponsor 7,2031-09-18 10:54:00
13005,13006,Event 13006,1734,2021-04-21 10:00:00,Sponsor 3,2021-04-21 10:15:00
13006,13007,Event 13007,24,1999-05-30 17:00:00,Sponsor 5,1999-05-30 17:49:00
13007,13008,Event 13008,2670,2024-01-16 07:00:00,Sponsor 6,2024-01-16 07:05:00
13008,13009,Event 13009,3490,2014-05-20 03:00:00,Sponsor 6,2014-05-20 03:15:00
13009,13010,Event 13010,1665,2027-04-17 16:00:00,Sponsor 10,2027-04-17 16:18:00
13010,13011,Event 13011,2495,2031-08-30 07:00:00,Sponsor 2,2031-08-30 07:47:00
13011,13012,Event 13012,4169,2000-10-26 12:00:00,Sponsor 4,2000-10-26 12:06:00
13012,13013,Event 13013,4216,2012-08-11 20:00:00,Sponsor 4,2012-08-11 20:31:00
13013,13014,Event 13014,4086,2004-05-08 07:00:00,Sponsor 6,2004-05-08 07:07:00
13014,13015,Event 13015,1450,2009-12-31 16:00:00,Sponsor 2,2009-12-31 16:39:00
13015,13016,Event 13016,4647,2020-04-18 13:00:00,Sponsor 2,2020-04-18 15:00:00
13016,13017,Event 13017,3767,2000-11-10 19:00:00,Sponsor 6,2000-11-10 19:25:00
13017,13018,Event 13018,1270,2010-03-26 16:00:00,Sponsor 4,2010-03-26 16:52:00
13018,13019,Event 13019,4761,2005-03-16 08:00:00,Sponsor 8,2005-03-16 08:34:00
13019,13020,Event 13020,2911,2007-03-24 17:00:00,Sponsor 2,2007-03-24 17:42:00
13020,13021,Event 13021,3368,2030-07-14 07:00:00,Sponsor 11,2030-07-14 07:53:00
13021,13022,Event 13022,1546,2013-09-13 02:00:00,Sponsor 4,2013-09-13 02:48:00
13022,13023,Event 13023,4338,2021-03-13 10:00:00,Sponsor 9,2021-03-13 10:28:00
13023,13024,Event 13024,4769,2008-11-18 10:00:00,Sponsor 7,2008-11-18 10:35:00
13024,13025,Event 13025,584,2020-09-02 12:00:00,Sponsor 5,2020-09-02 12:19:00
13025,13026,Event 13026,1087,2007-05-05 15:00:00,Sponsor 7,2007-05-05 15:20:00
13026,13027,Event 13027,1099,1994-09-24 16:00:00,Sponsor 3,1994-09-24 16:29:00
13027,13028,Event 13028,4683,2004-04-08 21:00:00,Sponsor 9,2004-04-08 21:24:00
13028,13029,Event 13029,3656,2000-02-03 16:00:00,Sponsor 5,2000-02-03 18:00:00
13029,13030,Event 13030,4873,1992-11-03 19:00:00,Sponsor 6,1992-11-03 19:17:00
13030,13031,Event 13031,4647,2012-02-28 01:00:00,Sponsor 5,2012-02-28 01:19:00
13031,13032,Event 13032,4862,2016-02-11 16:00:00,Sponsor 9,2016-02-11 16:28:00
13032,13033,Event 13033,989,2008-03-20 01:00:00,Sponsor 4,2008-03-20 01:10:00
13033,13034,Event 13034,3706,2016-06-09 15:00:00,Sponsor 2,2016-06-09 15:37:00
13034,13035,Event 13035,2207,2010-10-29 09:00:00,Sponsor 9,2010-10-29 09:45:00
13035,13036,Event 13036,749,2027-10-20 11:00:00,Sponsor 6,2027-10-20 13:00:00
13036,13037,Event 13037,4334,2017-08-14 10:00:00,Sponsor 10,2017-08-14 10:47:00
13037,13038,Event 13038,227,1993-04-10 14:00:00,Sponsor 11,1993-04-10 14:15:00
13038,13039,Event 13039,4632,1998-08-05 22:00:00,Sponsor 5,1998-08-05 22:36:00
13039,13040,Event 13040,4174,1995-09-02 16:00:00,Sponsor 3,1995-09-02 16:06:00
13040,13041,Event 13041,2353,2005-08-03 11:00:00,Sponsor 2,2005-08-03 11:07:00
13041,13042,Event 13042,1028,1993-07-07 18:00:00,Sponsor 3,1993-07-07 18:41:00
13042,13043,Event 13043,4871,1994-12-19 20:00:00,Sponsor 6,1994-12-19 20:43:00
13043,13044,Event 13044,2988,2028-10-18 07:00:00,Sponsor 1,2028-10-18 07:51:00
13044,13045,Event 13045,1501,2011-12-23 10:00:00,Sponsor 9,2011-12-23 10:24:00
13045,13046,Event 13046,3457,2001-08-21 10:00:00,Sponsor 3,2001-08-21 12:00:00
13046,13047,Event 13047,3113,2005-06-06 20:00:00,Sponsor 4,2005-06-06 22:00:00
13047,13048,Event 13048,1868,2003-05-06 08:00:00,Sponsor 6,2003-05-06 08:33:00
13048,13049,Event 13049,706,2015-03-03 11:00:00,Sponsor 4,2015-03-03 11:50:00
13049,13050,Event 13050,2975,1999-12-24 16:00:00,Sponsor 3,1999-12-24 16:26:00
13050,13051,Event 13051,4698,1994-03-20 09:00:00,Sponsor 11,1994-03-20 11:00:00
13051,13052,Event 13052,2379,2026-07-31 16:00:00,Sponsor 7,2026-07-31 16:12:00
13052,13053,Event 13053,801,2011-05-11 20:00:00,Sponsor 2,2011-05-11 20:50:00
13053,13054,Event 13054,4280,2011-07-10 11:00:00,Sponsor 4,2011-07-10 11:13:00
13054,13055,Event 13055,4459,1997-01-21 20:00:00,Sponsor 11,1997-01-21 22:00:00
13055,13056,Event 13056,3027,2029-11-18 01:00:00,Sponsor 10,2029-11-18 01:45:00
13056,13057,Event 13057,3443,2017-09-09 13:00:00,Sponsor 7,2017-09-09 13:49:00
13057,13058,Event 13058,2960,2010-10-18 23:00:00,Sponsor 7,2010-10-18 23:32:00
13058,13059,Event 13059,4401,1994-06-20 06:00:00,Sponsor 7,1994-06-20 08:00:00
13059,13060,Event 13060,848,2026-10-17 08:00:00,Sponsor 5,2026-10-17 08:48:00
13060,13061,Event 13061,3282,2009-10-07 17:00:00,Sponsor 9,2009-10-07 17:55:00
13061,13062,Event 13062,1588,2019-08-13 22:00:00,Sponsor 10,2019-08-13 22:47:00
13062,13063,Event 13063,556,2026-05-08 17:00:00,Sponsor 9,2026-05-08 17:48:00
13063,13064,Event 13064,2963,1999-02-13 03:00:00,Sponsor 9,1999-02-13 03:42:00
13064,13065,Event 13065,2683,2026-06-03 10:00:00,Sponsor 7,2026-06-03 10:17:00
13065,13066,Event 13066,2802,2006-04-30 14:00:00,Sponsor 11,2006-04-30 14:12:00
13066,13067,Event 13067,2377,2031-09-11 04:00:00,Sponsor 7,2031-09-11 04:12:00
13067,13068,Event 13068,3417,1999-08-01 21:00:00,Sponsor 2,1999-08-01 21:54:00
13068,13069,Event 13069,4326,2016-03-30 06:00:00,Sponsor 3,2016-03-30 06:51:00
13069,13070,Event 13070,3989,2013-01-14 18:00:00,Sponsor 8,2013-01-14 20:00:00
13070,13071,Event 13071,1847,2018-05-31 11:00:00,Sponsor 9,2018-05-31 11:40:00
13071,13072,Event 13072,1458,1995-08-03 12:00:00,Sponsor 7,1995-08-03 12:17:00
13072,13073,Event 13073,3609,2025-06-19 04:00:00,Sponsor 8,2025-06-19 04:22:00
13073,13074,Event 13074,4958,2020-06-16 12:00:00,Sponsor 9,2020-06-16 12:33:00
13074,13075,Event 13075,993,1998-09-19 22:00:00,Sponsor 7,1998-09-19 22:20:00
13075,13076,Event 13076,2586,2012-05-06 21:00:00,Sponsor 2,2012-05-06 21:40:00
13076,13077,Event 13077,3130,1999-12-04 13:00:00,Sponsor 4,1999-12-04 13:50:00
13077,13078,Event 13078,1929,2014-01-26 20:00:00,Sponsor 7,2014-01-26 20:10:00
13078,13079,Event 13079,1107,2012-04-11 16:00:00,Sponsor 5,2012-04-11 16:21:00
13079,13080,Event 13080,933,2013-04-25 10:00:00,Sponsor 6,2013-04-25 10:31:00
13080,13081,Event 13081,2210,2004-08-29 22:00:00,Sponsor 4,2004-08-30 00:00:00
13081,13082,Event 13082,4961,2013-06-16 03:00:00,Sponsor 5,2013-06-16 03:30:00
13082,13083,Event 13083,1574,1997-08-10 15:00:00,Sponsor 2,1997-08-10 15:10:00
13083,13084,Event 13084,4850,2005-11-14 05:00:00,Sponsor 10,2005-11-14 05:09:00
13084,13085,Event 13085,4580,2014-02-21 09:00:00,Sponsor 3,2014-02-21 09:29:00
13085,13086,Event 13086,1349,1993-01-21 14:00:00,Sponsor 3,1993-01-21 14:39:00
13086,13087,Event 13087,4378,1994-08-02 15:00:00,Sponsor 10,1994-08-02 15:29:00
13087,13088,Event 13088,4805,2010-01-02 22:00:00,Sponsor 5,2010-01-02 22:26:00
13088,13089,Event 13089,4773,1997-07-07 07:00:00,Sponsor 5,1997-07-07 07:51:00
13089,13090,Event 13090,1172,2013-09-16 23:00:00,Sponsor 1,2013-09-16 23:15:00
13090,13091,Event 13091,3607,2016-05-19 09:00:00,Sponsor 11,2016-05-19 09:47:00
13091,13092,Event 13092,2435,2012-10-24 19:00:00,Sponsor 1,2012-10-24 19:11:00
13092,13093,Event 13093,2506,1997-02-27 18:00:00,Sponsor 2,1997-02-27 18:45:00
13093,13094,Event 13094,34,2000-11-29 04:00:00,Sponsor 5,2000-11-29 04:05:00
13094,13095,Event 13095,1624,2011-01-12 12:00:00,Sponsor 6,2011-01-12 12:35:00
13095,13096,Event 13096,4331,2018-04-29 21:00:00,Sponsor 6,2018-04-29 21:14:00
13096,13097,Event 13097,2153,2026-09-05 08:00:00,Sponsor 8,2026-09-05 10:00:00
13097,13098,Event 13098,819,2017-11-18 07:00:00,Sponsor 10,2017-11-18 07:14:00
13098,13099,Event 13099,4579,2009-12-22 19:00:00,Sponsor 5,2009-12-22 19:46:00
13099,13100,Event 13100,1278,2004-01-17 20:00:00,Sponsor 8,2004-01-17 20:37:00
13100,13101,Event 13101,1875,2022-02-03 05:00:00,Sponsor 8,2022-02-03 05:40:00
13101,13102,Event 13102,4072,2009-01-04 19:00:00,Sponsor 8,2009-01-04 19:06:00
13102,13103,Event 13103,1883,1995-02-16 22:00:00,Sponsor 9,1995-02-16 22:48:00
13103,13104,Event 13104,739,2009-06-06 08:00:00,Sponsor 7,2009-06-06 08:22:00
13104,13105,Event 13105,3487,2003-10-04 09:00:00,Sponsor 8,2003-10-04 11:00:00
13105,13106,Event 13106,324,2019-01-16 07:00:00,Sponsor 10,2019-01-16 07:23:00
13106,13107,Event 13107,916,2022-05-29 16:00:00,Sponsor 9,2022-05-29 16:07:00
13107,13108,Event 13108,2737,2017-05-21 19:00:00,Sponsor 5,2017-05-21 19:33:00
13108,13109,Event 13109,3237,2012-06-25 03:00:00,Sponsor 2,2012-06-25 03:29:00
13109,13110,Event 13110,1367,2014-05-09 01:00:00,Sponsor 7,2014-05-09 01:09:00
13110,13111,Event 13111,3285,2020-07-08 16:00:00,Sponsor 4,2020-07-08 16:19:00
13111,13112,Event 13112,3288,2011-02-16 11:00:00,Sponsor 6,2011-02-16 11:27:00
13112,13113,Event 13113,1440,2023-04-05 12:00:00,Sponsor 9,2023-04-05 12:51:00
13113,13114,Event 13114,4329,2021-10-26 18:00:00,Sponsor 9,2021-10-26 18:15:00
13114,13115,Event 13115,3909,2031-02-24 10:00:00,Sponsor 4,2031-02-24 10:54:00
13115,13116,Event 13116,2194,1996-05-15 11:00:00,Sponsor 3,1996-05-15 11:07:00
13116,13117,Event 13117,3953,2025-04-29 18:00:00,Sponsor 6,2025-04-29 18:49:00
13117,13118,Event 13118,1592,2000-07-21 00:00:00,Sponsor 2,2000-07-21 00:45:00
13118,13119,Event 13119,2109,2004-04-01 15:00:00,Sponsor 4,2004-04-01 15:43:00
13119,13120,Event 13120,3937,2013-03-03 03:00:00,Sponsor 11,2013-03-03 03:11:00
13120,13121,Event 13121,2170,2013-09-22 07:00:00,Sponsor 10,2013-09-22 07:26:00
13121,13122,Event 13122,908,2010-03-03 06:00:00,Sponsor 7,2010-03-03 06:05:00
13122,13123,Event 13123,2098,1994-12-09 12:00:00,Sponsor 11,1994-12-09 12:51:00
13123,13124,Event 13124,4453,2023-09-10 12:00:00,Sponsor 9,2023-09-10 12:23:00
13124,13125,Event 13125,1978,2020-03-05 21:00:00,Sponsor 3,2020-03-05 21:46:00
13125,13126,Event 13126,2854,2005-09-15 06:00:00,Sponsor 6,2005-09-15 06:37:00
13126,13127,Event 13127,3294,2020-01-30 06:00:00,Sponsor 6,2020-01-30 06:22:00
13127,13128,Event 13128,2706,2025-06-11 03:00:00,Sponsor 9,2025-06-11 03:39:00
13128,13129,Event 13129,3363,2023-01-18 21:00:00,Sponsor 3,2023-01-18 21:50:00
13129,13130,Event 13130,3921,1998-10-19 17:00:00,Sponsor 4,1998-10-19 17:42:00
13130,13131,Event 13131,4759,2023-01-17 13:00:00,Sponsor 10,2023-01-17 13:42:00
13131,13132,Event 13132,1984,2002-09-28 18:00:00,Sponsor 4,2002-09-28 18:23:00
13132,13133,Event 13133,4287,2017-06-12 17:00:00,Sponsor 9,2017-06-12 19:00:00
13133,13134,Event 13134,3001,2027-05-12 13:00:00,Sponsor 5,2027-05-12 15:00:00
13134,13135,Event 13135,943,2027-08-22 11:00:00,Sponsor 2,2027-08-22 11:17:00
